players,strategies,0.99 error,0.999 error,0.9999 error,0.99999 error
220,11,NaN,NaN,NaN,NaN
302,13,NaN,NaN,NaN,NaN
185,20,NaN,NaN,NaN,NaN
123,20,NaN,NaN,NaN,NaN
206,13,NaN,NaN,NaN,NaN
151,5,NaN,NaN,NaN,NaN
154,9,NaN,NaN,NaN,NaN
477,9,NaN,NaN,NaN,NaN
251,17,NaN,NaN,NaN,NaN
473,13,NaN,NaN,NaN,NaN
316,20,NaN,NaN,NaN,NaN
45,10,NaN,NaN,NaN,NaN
303,14,NaN,NaN,NaN,NaN
478,11,NaN,NaN,NaN,NaN
480,12,NaN,NaN,NaN,NaN
362,17,NaN,NaN,NaN,NaN
155,7,NaN,NaN,NaN,NaN
363,14,NaN,NaN,NaN,NaN
239,6,NaN,NaN,NaN,NaN
157,8,NaN,NaN,NaN,NaN
445,18,NaN,NaN,NaN,NaN
174,12,NaN,NaN,NaN,NaN
123,9,NaN,NaN,NaN,NaN
336,16,NaN,NaN,NaN,NaN
428,19,NaN,NaN,NaN,NaN
492,20,NaN,NaN,NaN,NaN
443,7,NaN,NaN,NaN,NaN
443,16,NaN,NaN,NaN,NaN
365,13,NaN,NaN,NaN,NaN
333,11,NaN,NaN,NaN,NaN
398,8,NaN,NaN,NaN,NaN
287,5,NaN,NaN,NaN,NaN
472,6,NaN,NaN,NaN,NaN
441,9,NaN,NaN,NaN,NaN
479,10,NaN,NaN,NaN,NaN
303,9,NaN,NaN,NaN,NaN
172,7,NaN,NaN,NaN,NaN
123,8,NaN,NaN,NaN,NaN
347,9,NaN,NaN,NaN,NaN
444,17,NaN,NaN,NaN,NaN
217,16,NaN,NaN,NaN,NaN
445,19,NaN,NaN,NaN,NaN
144,7,NaN,NaN,NaN,NaN
330,17,NaN,NaN,NaN,NaN
507,9,NaN,NaN,NaN,NaN
62,3,2.025152737035063e-14,2.6929058016790568e-14,3.689062012869277e-14,3.743795870626982e-14
283,14,NaN,NaN,NaN,NaN
432,9,NaN,NaN,NaN,NaN
441,5,NaN,NaN,NaN,NaN
78,9,NaN,NaN,NaN,NaN
376,15,NaN,NaN,NaN,NaN
47,3,1.7407917177133694e-14,1.9801768272662333e-14,2.1693860826133557e-14,2.207224211961263e-14
304,15,NaN,NaN,NaN,NaN
186,5,NaN,NaN,NaN,NaN
122,11,NaN,NaN,NaN,NaN
122,16,NaN,NaN,NaN,NaN
380,12,NaN,NaN,NaN,NaN
285,18,NaN,NaN,NaN,NaN
474,18,NaN,NaN,NaN,NaN
413,12,NaN,NaN,NaN,NaN
144,14,NaN,NaN,NaN,NaN
329,18,NaN,NaN,NaN,NaN
221,2,8.403513453107952e-14,9.180232424915646e-14,9.62363896408805e-14,9.639799566882488e-14
183,19,NaN,NaN,NaN,NaN
93,20,NaN,NaN,NaN,NaN
157,10,NaN,NaN,NaN,NaN
505,12,NaN,NaN,NaN,NaN
475,17,NaN,NaN,NaN,NaN
138,20,NaN,NaN,NaN,NaN
254,2,3.348138358926084e-14,5.519527931497016e-14,8.222010653565321e-14,8.250264985708157e-14
240,2,8.75000581362478e-14,1.0522955384151966e-13,1.1385371354784188e-13,1.1640764925486434e-13
191,2,8.33373447290516e-14,9.585622217190257e-14,1.0026524287714022e-13,1.0099627221686873e-13
317,2,1.5034172023491714e-13,1.7100621962975635e-13,1.7804412884394072e-13,1.7879284259013056e-13
142,3,6.359587213841362e-14,7.592795974743246e-14,9.653911697239211e-14,1.0865856608324894e-13
445,2,8.58776598174771e-14,1.1287443239913384e-13,1.204651147526127e-13,1.2154949794596684e-13
347,2,2.3838934706734204e-13,2.6513680741739327e-13,2.7650132259023127e-13,2.824233277503152e-13
176,3,8.244139656993076e-14,1.0632462060859894e-13,1.20422968381654e-13,1.209940884934097e-13
336,2,1.030483279443917e-13,1.4563077757379704e-13,1.664817292402907e-13,1.688751310586371e-13
382,2,6.115093002580204e-14,7.322908333200327e-14,7.800122082711075e-14,8.064067740626312e-14
476,2,9.992427680481728e-14,1.6140624967098224e-13,1.7263678160601822e-13,1.7437794934788427e-13
412,2,2.361553664971061e-13,2.5854520734901396e-13,2.6564867163173436e-13,2.734137330780414e-13
505,2,1.2805307188975208e-13,1.5476600986665866e-13,1.6159078119421097e-13,1.6245268344787893e-13
62,4,1.8508880088570508e-14,2.232467508590932e-14,2.7827143857299107e-14,3.044391655947632e-14
195,4,3.6752285140339687e-14,4.417494152436814e-14,5.253054621525323e-14,5.4806039244366196e-14
284,3,1.0042443399840489e-13,1.102998016910585e-13,1.2012383466070292e-13,1.239343727954171e-13
82,5,2.8872980133229287e-14,3.5929017412979146e-14,4.1687392664269255e-14,4.590479425676342e-14
347,3,1.3356068361381557e-13,1.488895046560796e-13,1.6402640022606961e-13,1.6795487613145605e-13
40,6,2.4719427977009607e-15,3.315730964223885e-15,3.7073848645193666e-15,4.177423562856138e-15
380,3,6.000104117910956e-14,7.222013302770107e-14,8.082415723652845e-14,8.367958632337612e-14
25,7,6.667209585656813e-15,7.746852581000718e-15,8.765503971436399e-15,9.219762334639437e-15
441,3,1.1247875254752502e-13,1.3142566289758627e-13,1.5288598211952086e-13,1.7788243682252412e-13
462,3,1.184250031107981e-13,2.38924685047038e-13,2.7021916177439903e-13,2.79732921017113e-13
473,3,1.2139242256616836e-13,1.7841544207117402e-13,2.419672322592793e-13,2.8907232999218083e-13
206,11,NaN,NaN,NaN,NaN
57,10,NaN,NaN,NaN,NaN
60,11,NaN,NaN,NaN,NaN
382,11,NaN,NaN,NaN,NaN
413,16,NaN,NaN,NaN,NaN
121,17,NaN,NaN,NaN,NaN
187,14,NaN,NaN,NaN,NaN
124,19,NaN,NaN,NaN,NaN
456,19,NaN,NaN,NaN,NaN
254,10,NaN,NaN,NaN,NaN
314,5,NaN,NaN,NaN,NaN
425,18,NaN,NaN,NaN,NaN
314,17,NaN,NaN,NaN,NaN
189,7,NaN,NaN,NaN,NaN
269,12,NaN,NaN,NaN,NaN
412,18,NaN,NaN,NaN,NaN
348,13,NaN,NaN,NaN,NaN
477,14,NaN,NaN,NaN,NaN
268,20,NaN,NaN,NaN,NaN
412,13,NaN,NaN,NaN,NaN
253,7,NaN,NaN,NaN,NaN
252,5,NaN,NaN,NaN,NaN
464,8,NaN,NaN,NaN,NaN
208,19,NaN,NaN,NaN,NaN
202,18,NaN,NaN,NaN,NaN
171,19,NaN,NaN,NaN,NaN
299,18,NaN,NaN,NaN,NaN
302,19,NaN,NaN,NaN,NaN
90,15,NaN,NaN,NaN,NaN
414,12,NaN,NaN,NaN,NaN
446,10,NaN,NaN,NaN,NaN
302,20,NaN,NaN,NaN,NaN
464,5,NaN,NaN,NaN,NaN
335,6,NaN,NaN,NaN,NaN
216,14,NaN,NaN,NaN,NaN
62,8,NaN,NaN,NaN,NaN
189,13,NaN,NaN,NaN,NaN
90,7,NaN,NaN,NaN,NaN
154,17,NaN,NaN,NaN,NaN
378,19,NaN,NaN,NaN,NaN
205,20,NaN,NaN,NaN,NaN
45,19,NaN,NaN,NaN,NaN
346,18,NaN,NaN,NaN,NaN
474,19,NaN,NaN,NaN,NaN
219,15,NaN,NaN,NaN,NaN
411,17,NaN,NaN,NaN,NaN
222,17,NaN,NaN,NaN,NaN
349,16,NaN,NaN,NaN,NaN
248,14,NaN,NaN,NaN,NaN
349,10,NaN,NaN,NaN,NaN
272,9,NaN,NaN,NaN,NaN
60,19,NaN,NaN,NaN,NaN
268,18,NaN,NaN,NaN,NaN
160,15,NaN,NaN,NaN,NaN
303,7,NaN,NaN,NaN,NaN
79,13,NaN,NaN,NaN,NaN
124,18,NaN,NaN,NaN,NaN
396,19,NaN,NaN,NaN,NaN
445,8,NaN,NaN,NaN,NaN
395,17,NaN,NaN,NaN,NaN
207,9,NaN,NaN,NaN,NaN
299,17,NaN,NaN,NaN,NaN
509,7,NaN,NaN,NaN,NaN
171,18,NaN,NaN,NaN,NaN
204,10,NaN,NaN,NaN,NaN
496,15,NaN,NaN,NaN,NaN
158,8,NaN,NaN,NaN,NaN
216,18,NaN,NaN,NaN,NaN
381,12,NaN,NaN,NaN,NaN
249,13,NaN,NaN,NaN,NaN
495,18,NaN,NaN,NaN,NaN
90,17,NaN,NaN,NaN,NaN
317,15,NaN,NaN,NaN,NaN
234,18,NaN,NaN,NaN,NaN
208,15,NaN,NaN,NaN,NaN
48,3,1.1344803253411969e-14,1.3573605308507064e-14,1.485868036730063e-14,1.5200028429792672e-14
95,2,2.7566999877062045e-14,3.4774544319312765e-14,3.73380523941339e-14,3.756096613977052e-14
255,2,1.0719401178953506e-13,1.2316384927556182e-13,1.3065707874775946e-13,1.3249731929350255e-13
128,3,1.263769242829245e-14,1.9063157337085404e-14,2.8285045723978706e-14,2.8766786162099996e-14
318,2,1.1370571696695282e-13,1.2643578790046341e-13,1.3019409222715786e-13,1.3025359592561636e-13
143,3,5.0306542791600745e-14,6.013655690030434e-14,6.73024253850355e-14,7.049211379190922e-14
413,2,1.3731817543582734e-13,1.6174780779456849e-13,1.7947899257107417e-13,1.840102953472923e-13
506,2,9.938900875365409e-14,1.4152280015475365e-13,1.6221166020651705e-13,1.6654188672897916e-13
477,2,2.4394403374208054e-13,2.6803283294726757e-13,3.0542440186278175e-13,3.086602107112397e-13
190,3,3.255369934405183e-14,4.228667561103934e-14,4.868558979508007e-14,4.9525201248553137e-14
252,3,1.5435170317630286e-13,1.7514086372341764e-13,1.9650445048638118e-13,1.9900278215310576e-13
271,3,1.0528012779531523e-13,1.2127693987962976e-13,1.2964888587323795e-13,1.3395113589773106e-13
9,18,5.05652753929555e-16,7.584791308943326e-16,1.0393918435416815e-15,1.3062696143180172e-15
316,3,8.347893513880713e-14,1.0882828416865001e-13,1.206232435179618e-13,1.2750661379192186e-13
381,3,5.550639462596942e-14,6.644272519309323e-14,7.46999927094293e-14,7.981271177433876e-14
12,13,1.3327704612996565e-15,1.5949548143422118e-15,1.8352904712978874e-15,2.1428021359337526e-15
430,3,1.2402509500350793e-13,1.6934468871040257e-13,1.7516946407711944e-13,1.8028390098448058e-13
19,9,9.154046248001472e-16,1.346596241309431e-15,1.7816365081457834e-15,2.240055415433098e-15
442,3,4.610264599818185e-14,6.79538911483583e-14,1.0299527297466158e-13,1.1738907693502086e-13
495,3,1.3703161552040083e-13,1.6709859737700953e-13,1.8732267980229876e-13,1.955122797197638e-13
474,3,3.1109161708380436e-13,3.3260290488810556e-13,3.84682864835361e-13,3.94035598663318e-13
173,20,NaN,NaN,NaN,NaN
505,17,NaN,NaN,NaN,NaN
157,18,NaN,NaN,NaN,NaN
255,20,NaN,NaN,NaN,NaN
431,8,NaN,NaN,NaN,NaN
48,16,NaN,NaN,NaN,NaN
288,5,NaN,NaN,NaN,NaN
64,17,NaN,NaN,NaN,NaN
364,19,NaN,NaN,NaN,NaN
123,15,NaN,NaN,NaN,NaN
110,8,NaN,NaN,NaN,NaN
286,19,NaN,NaN,NaN,NaN
24,17,NaN,NaN,NaN,NaN
92,8,NaN,NaN,NaN,NaN
268,14,NaN,NaN,NaN,NaN
61,9,NaN,NaN,NaN,NaN
368,5,NaN,NaN,NaN,NaN
409,7,NaN,NaN,NaN,NaN
492,19,NaN,NaN,NaN,NaN
142,12,NaN,NaN,NaN,NaN
80,13,NaN,NaN,NaN,NaN
285,12,NaN,NaN,NaN,NaN
415,5,NaN,NaN,NaN,NaN
128,6,NaN,NaN,NaN,NaN
75,18,NaN,NaN,NaN,NaN
271,8,NaN,NaN,NaN,NaN
251,12,NaN,NaN,NaN,NaN
412,6,NaN,NaN,NaN,NaN
218,13,NaN,NaN,NaN,NaN
239,13,NaN,NaN,NaN,NaN
509,18,NaN,NaN,NaN,NaN
303,13,NaN,NaN,NaN,NaN
25,16,NaN,NaN,NaN,NaN
313,7,NaN,NaN,NaN,NaN
46,18,NaN,NaN,NaN,NaN
463,20,NaN,NaN,NaN,NaN
94,19,NaN,NaN,NaN,NaN
284,20,NaN,NaN,NaN,NaN
330,18,NaN,NaN,NaN,NaN
347,12,NaN,NaN,NaN,NaN
348,9,NaN,NaN,NaN,NaN
123,12,NaN,NaN,NaN,NaN
303,20,NaN,NaN,NaN,NaN
416,5,NaN,NaN,NaN,NaN
46,10,NaN,NaN,NaN,NaN
380,16,NaN,NaN,NaN,NaN
444,13,NaN,NaN,NaN,NaN
508,16,NaN,NaN,NaN,NaN
173,5,NaN,NaN,NaN,NaN
316,12,NaN,NaN,NaN,NaN
344,11,NaN,NaN,NaN,NaN
155,14,NaN,NaN,NaN,NaN
367,8,NaN,NaN,NaN,NaN
90,6,NaN,NaN,NaN,NaN
107,18,NaN,NaN,NaN,NaN
413,18,NaN,NaN,NaN,NaN
282,15,NaN,NaN,NaN,NaN
93,12,NaN,NaN,NaN,NaN
79,7,NaN,NaN,NaN,NaN
234,19,NaN,NaN,NaN,NaN
283,17,NaN,NaN,NaN,NaN
92,10,NaN,NaN,NaN,NaN
336,9,NaN,NaN,NaN,NaN
111,8,NaN,NaN,NaN,NaN
350,16,NaN,NaN,NaN,NaN
431,17,NaN,NaN,NaN,NaN
58,13,NaN,NaN,NaN,NaN
123,13,NaN,NaN,NaN,NaN
492,14,NaN,NaN,NaN,NaN
109,11,NaN,NaN,NaN,NaN
429,16,NaN,NaN,NaN,NaN
251,9,NaN,NaN,NaN,NaN
110,14,NaN,NaN,NaN,NaN
286,18,NaN,NaN,NaN,NaN
432,8,NaN,NaN,NaN,NaN
496,18,NaN,NaN,NaN,NaN
329,20,NaN,NaN,NaN,NaN
318,19,NaN,NaN,NaN,NaN
379,17,NaN,NaN,NaN,NaN
190,7,NaN,NaN,NaN,NaN
508,5,NaN,NaN,NaN,NaN
123,16,NaN,NaN,NaN,NaN
96,13,NaN,NaN,NaN,NaN
380,10,NaN,NaN,NaN,NaN
62,15,NaN,NaN,NaN,NaN
506,14,NaN,NaN,NaN,NaN
288,16,NaN,NaN,NaN,NaN
509,11,NaN,NaN,NaN,NaN
255,10,NaN,NaN,NaN,NaN
47,18,NaN,NaN,NaN,NaN
254,7,NaN,NaN,NaN,NaN
382,12,NaN,NaN,NaN,NaN
222,19,NaN,NaN,NaN,NaN
222,10,NaN,NaN,NaN,NaN
412,17,NaN,NaN,NaN,NaN
94,20,NaN,NaN,NaN,NaN
156,11,NaN,NaN,NaN,NaN
94,14,NaN,NaN,NaN,NaN
316,16,NaN,NaN,NaN,NaN
91,18,NaN,NaN,NaN,NaN
158,18,NaN,NaN,NaN,NaN
463,9,NaN,NaN,NaN,NaN
269,20,NaN,NaN,NaN,NaN
348,8,NaN,NaN,NaN,NaN
333,13,NaN,NaN,NaN,NaN
186,20,NaN,NaN,NaN,NaN
444,16,NaN,NaN,NaN,NaN
463,6,NaN,NaN,NaN,NaN
124,7,NaN,NaN,NaN,NaN
494,7,NaN,NaN,NaN,NaN
30,14,NaN,NaN,NaN,NaN
76,19,NaN,NaN,NaN,NaN
313,11,NaN,NaN,NaN,NaN
62,14,NaN,NaN,NaN,NaN
335,15,NaN,NaN,NaN,NaN
77,16,NaN,NaN,NaN,NaN
303,10,NaN,NaN,NaN,NaN
188,14,NaN,NaN,NaN,NaN
367,20,NaN,NaN,NaN,NaN
108,17,NaN,NaN,NaN,NaN
221,20,NaN,NaN,NaN,NaN
159,8,NaN,NaN,NaN,NaN
252,6,NaN,NaN,NaN,NaN
112,13,NaN,NaN,NaN,NaN
176,14,NaN,NaN,NaN,NaN
347,18,NaN,NaN,NaN,NaN
317,20,NaN,NaN,NaN,NaN
111,12,NaN,NaN,NaN,NaN
494,13,NaN,NaN,NaN,NaN
44,17,NaN,NaN,NaN,NaN
399,13,NaN,NaN,NaN,NaN
26,16,NaN,NaN,NaN,NaN
446,8,NaN,NaN,NaN,NaN
429,19,NaN,NaN,NaN,NaN
410,7,NaN,NaN,NaN,NaN
317,16,NaN,NaN,NaN,NaN
62,9,NaN,NaN,NaN,NaN
508,15,NaN,NaN,NaN,NaN
413,13,NaN,NaN,NaN,NaN
269,14,NaN,NaN,NaN,NaN
445,12,NaN,NaN,NaN,NaN
250,13,NaN,NaN,NaN,NaN
208,9,NaN,NaN,NaN,NaN
414,16,NaN,NaN,NaN,NaN
319,10,NaN,NaN,NaN,NaN
185,8,NaN,NaN,NaN,NaN
157,11,NaN,NaN,NaN,NaN
314,7,NaN,NaN,NaN,NaN
61,7,NaN,NaN,NaN,NaN
78,17,NaN,NaN,NaN,NaN
252,9,NaN,NaN,NaN,NaN
510,7,NaN,NaN,NaN,NaN
410,15,NaN,NaN,NaN,NaN
333,19,NaN,NaN,NaN,NaN
184,10,NaN,NaN,NaN,NaN
110,10,NaN,NaN,NaN,NaN
172,18,NaN,NaN,NaN,NaN
320,13,NaN,NaN,NaN,NaN
155,9,NaN,NaN,NaN,NaN
121,10,NaN,NaN,NaN,NaN
315,17,NaN,NaN,NaN,NaN
173,9,NaN,NaN,NaN,NaN
207,13,NaN,NaN,NaN,NaN
156,20,NaN,NaN,NaN,NaN
234,17,NaN,NaN,NaN,NaN
476,17,NaN,NaN,NaN,NaN
63,3,1.4642146335707262e-14,1.7803750346293224e-14,2.016082554049247e-14,2.110074115116234e-14
399,8,NaN,NaN,NaN,NaN
205,10,NaN,NaN,NaN,NaN
304,10,NaN,NaN,NaN,NaN
250,8,NaN,NaN,NaN,NaN
159,2,2.4463404092079167e-14,2.907914071322618e-14,3.169472479854282e-14,3.277173001014379e-14
239,7,NaN,NaN,NaN,NaN
252,17,NaN,NaN,NaN,NaN
366,10,NaN,NaN,NaN,NaN
187,5,NaN,NaN,NaN,NaN
445,17,NaN,NaN,NaN,NaN
349,13,NaN,NaN,NaN,NaN
378,18,NaN,NaN,NaN,NaN
144,3,1.909757340008623e-14,2.7165410987151196e-14,3.281178559287192e-14,3.312477465099918e-14
191,17,NaN,NaN,NaN,NaN
109,19,NaN,NaN,NaN,NaN
240,13,NaN,NaN,NaN,NaN
218,8,NaN,NaN,NaN,NaN
91,6,NaN,NaN,NaN,NaN
192,2,1.9796302756872894e-14,3.247830921049459e-14,3.541682290096791e-14,3.542700807500469e-14
508,9,NaN,NaN,NaN,NaN
345,11,NaN,NaN,NaN,NaN
508,10,NaN,NaN,NaN,NaN
256,20,NaN,NaN,NaN,NaN
155,17,NaN,NaN,NaN,NaN
156,14,NaN,NaN,NaN,NaN
27,12,NaN,NaN,NaN,NaN
139,17,NaN,NaN,NaN,NaN
397,5,NaN,NaN,NaN,NaN
379,13,NaN,NaN,NaN,NaN
220,5,NaN,NaN,NaN,NaN
399,12,NaN,NaN,NaN,NaN
285,20,NaN,NaN,NaN,NaN
288,7,NaN,NaN,NaN,NaN
477,16,NaN,NaN,NaN,NaN
187,16,NaN,NaN,NaN,NaN
144,9,NaN,NaN,NaN,NaN
475,18,NaN,NaN,NaN,NaN
108,15,NaN,NaN,NaN,NaN
414,2,7.460123549186479e-14,8.630703333990335e-14,9.262444805154321e-14,9.2760102176433e-14
304,7,NaN,NaN,NaN,NaN
240,6,NaN,NaN,NaN,NaN
286,11,NaN,NaN,NaN,NaN
315,9,NaN,NaN,NaN,NaN
122,17,NaN,NaN,NaN,NaN
446,12,NaN,NaN,NaN,NaN
478,2,2.2765032043598733e-13,2.613238535021001e-13,2.6871110024420897e-13,2.690189021917968e-13
76,18,NaN,NaN,NaN,NaN
510,18,NaN,NaN,NaN,NaN
173,7,NaN,NaN,NaN,NaN
379,7,NaN,NaN,NaN,NaN
350,10,NaN,NaN,NaN,NaN
46,20,NaN,NaN,NaN,NaN
79,12,NaN,NaN,NaN,NaN
377,14,NaN,NaN,NaN,NaN
299,5,NaN,NaN,NaN,NaN
125,18,NaN,NaN,NaN,NaN
443,14,NaN,NaN,NaN,NaN
191,3,5.682370720628218e-14,6.72915992677242e-14,7.755027296684559e-14,7.844293797941359e-14
236,20,NaN,NaN,NaN,NaN
63,4,1.3541917143998457e-14,1.7338716343250362e-14,2.061521343001219e-14,2.252767524889463e-14
412,14,NaN,NaN,NaN,NaN
314,18,NaN,NaN,NaN,NaN
30,5,4.943344494614039e-15,5.9542839768861336e-15,6.809334443655859e-15,7.439455680322405e-15
383,6,NaN,NaN,NaN,NaN
61,18,NaN,NaN,NaN,NaN
464,14,NaN,NaN,NaN,NaN
493,9,NaN,NaN,NaN,NaN
175,12,NaN,NaN,NaN,NaN
270,6,NaN,NaN,NaN,NaN
287,18,NaN,NaN,NaN,NaN
315,5,NaN,NaN,NaN,NaN
414,18,NaN,NaN,NaN,NaN
142,13,NaN,NaN,NaN,NaN
432,14,NaN,NaN,NaN,NaN
173,16,NaN,NaN,NaN,NaN
217,9,NaN,NaN,NaN,NaN
31,14,NaN,NaN,NaN,NaN
110,2,6.864456138243465e-14,8.592308465805997e-14,8.905273343699593e-14,8.919499019967483e-14
218,3,2.8205738901877026e-14,4.1377450330941186e-14,4.777371876499427e-14,5.136779409254496e-14
266,17,NaN,NaN,NaN,NaN
349,9,NaN,NaN,NaN,NaN
58,12,NaN,NaN,NaN,NaN
60,20,NaN,NaN,NaN,NaN
474,13,NaN,NaN,NaN,NaN
473,4,NaN,NaN,NaN,NaN
188,6,NaN,NaN,NaN,NaN
270,11,NaN,NaN,NaN,NaN
399,16,NaN,NaN,NaN,NaN
383,2,1.4111832752729325e-13,1.6552364248932514e-13,1.7346309305292284e-13,1.7355577146417106e-13
156,13,NaN,NaN,NaN,NaN
345,7,NaN,NaN,NaN,NaN
158,10,NaN,NaN,NaN,NaN
172,19,NaN,NaN,NaN,NaN
222,2,4.9315108145055026e-14,5.811372736356286e-14,6.394355343678766e-14,6.434019815251603e-14
443,6,NaN,NaN,NaN,NaN
91,11,NaN,NaN,NaN,NaN
442,5,NaN,NaN,NaN,NaN
272,10,NaN,NaN,NaN,NaN
220,6,NaN,NaN,NaN,NaN
379,19,NaN,NaN,NaN,NaN
284,9,NaN,NaN,NaN,NaN
377,9,NaN,NaN,NaN,NaN
348,15,NaN,NaN,NaN,NaN
383,11,NaN,NaN,NaN,NaN
430,12,NaN,NaN,NaN,NaN
473,6,NaN,NaN,NaN,NaN
204,17,NaN,NaN,NaN,NaN
509,15,NaN,NaN,NaN,NaN
506,12,NaN,NaN,NaN,NaN
80,7,NaN,NaN,NaN,NaN
458,18,NaN,NaN,NaN,NaN
478,9,NaN,NaN,NaN,NaN
174,5,NaN,NaN,NaN,NaN
160,8,NaN,NaN,NaN,NaN
493,14,NaN,NaN,NaN,NaN
365,18,NaN,NaN,NaN,NaN
59,13,NaN,NaN,NaN,NaN
348,14,NaN,NaN,NaN,NaN
185,18,NaN,NaN,NaN,NaN
331,17,NaN,NaN,NaN,NaN
13,12,2.531369342493253e-15,2.9156023743101666e-15,3.2064011671581203e-15,3.3751591233243375e-15
431,13,NaN,NaN,NaN,NaN
78,20,NaN,NaN,NaN,NaN
63,14,NaN,NaN,NaN,NaN
63,15,NaN,NaN,NaN,NaN
508,20,NaN,NaN,NaN,NaN
252,12,NaN,NaN,NaN,NaN
238,16,NaN,NaN,NaN,NaN
314,14,NaN,NaN,NaN,NaN
350,20,NaN,NaN,NaN,NaN
57,5,1.3299957721473171e-14,1.9445395325943512e-14,2.5947836438122076e-14,2.778370699804423e-14
91,7,NaN,NaN,NaN,NaN
217,7,NaN,NaN,NaN,NaN
95,19,NaN,NaN,NaN,NaN
26,19,NaN,NaN,NaN,NaN
122,14,NaN,NaN,NaN,NaN
414,19,NaN,NaN,NaN,NaN
284,17,NaN,NaN,NaN,NaN
426,20,NaN,NaN,NaN,NaN
282,8,NaN,NaN,NaN,NaN
400,10,NaN,NaN,NaN,NaN
204,6,NaN,NaN,NaN,NaN
315,6,NaN,NaN,NaN,NaN
156,7,NaN,NaN,NaN,NaN
223,19,NaN,NaN,NaN,NaN
507,6,NaN,NaN,NaN,NaN
464,13,NaN,NaN,NaN,NaN
223,17,NaN,NaN,NaN,NaN
412,10,NaN,NaN,NaN,NaN
220,15,NaN,NaN,NaN,NaN
203,18,NaN,NaN,NaN,NaN
495,4,NaN,NaN,NaN,NaN
304,20,NaN,NaN,NaN,NaN
427,10,NaN,NaN,NaN,NaN
496,5,NaN,NaN,NaN,NaN
255,7,NaN,NaN,NaN,NaN
186,9,NaN,NaN,NaN,NaN
444,11,NaN,NaN,NaN,NaN
510,11,NaN,NaN,NaN,NaN
188,12,NaN,NaN,NaN,NaN
222,12,NaN,NaN,NaN,NaN
46,19,NaN,NaN,NaN,NaN
442,9,NaN,NaN,NaN,NaN
206,20,NaN,NaN,NaN,NaN
187,15,NaN,NaN,NaN,NaN
368,20,NaN,NaN,NaN,NaN
272,8,NaN,NaN,NaN,NaN
351,19,NaN,NaN,NaN,NaN
446,19,NaN,NaN,NaN,NaN
317,3,1.2195657345443305e-13,1.3958569246119662e-13,1.5733512393698926e-13,1.6527299068840846e-13
235,19,NaN,NaN,NaN,NaN
208,7,NaN,NaN,NaN,NaN
250,18,NaN,NaN,NaN,NaN
156,19,NaN,NaN,NaN,NaN
365,6,NaN,NaN,NaN,NaN
252,11,NaN,NaN,NaN,NaN
30,11,NaN,NaN,NaN,NaN
79,11,NaN,NaN,NaN,NaN
44,14,NaN,NaN,NaN,NaN
397,11,NaN,NaN,NaN,NaN
288,2,3.5195048170343887e-13,3.741012113211378e-13,3.8207078599840517e-13,3.827739837640464e-13
476,5,NaN,NaN,NaN,NaN
124,15,NaN,NaN,NaN,NaN
207,11,NaN,NaN,NaN,NaN
475,19,NaN,NaN,NaN,NaN
25,17,NaN,NaN,NaN,NaN
221,11,NaN,NaN,NaN,NaN
457,19,NaN,NaN,NaN,NaN
93,9,NaN,NaN,NaN,NaN
96,2,1.3407261351620797e-14,1.6529547431461735e-14,1.8688909762865355e-14,1.8688909762865355e-14
63,9,NaN,NaN,NaN,NaN
63,8,NaN,NaN,NaN,NaN
30,20,NaN,NaN,NaN,NaN
106,20,NaN,NaN,NaN,NaN
184,19,NaN,NaN,NaN,NaN
475,15,NaN,NaN,NaN,NaN
415,12,NaN,NaN,NaN,NaN
368,8,NaN,NaN,NaN,NaN
270,12,NaN,NaN,NaN,NaN
367,3,1.8850542643678133e-13,2.103698494020478e-13,2.3677444718352625e-13,2.430826797282905e-13
509,19,NaN,NaN,NaN,NaN
94,12,NaN,NaN,NaN,NaN
415,16,NaN,NaN,NaN,NaN
191,7,NaN,NaN,NaN,NaN
94,3,8.290802294111711e-15,1.5397204260493178e-14,1.942416537477601e-14,1.984877576567504e-14
28,18,NaN,NaN,NaN,NaN
160,16,NaN,NaN,NaN,NaN
507,2,2.866213473720474e-13,3.1456422731436234e-13,3.2410363950010735e-13,3.2437378214607533e-13
223,2,7.388003975671163e-14,8.758124744495665e-14,9.158263232537307e-14,9.278887101073769e-14
349,17,NaN,NaN,NaN,NaN
379,8,NaN,NaN,NaN,NaN
206,16,NaN,NaN,NaN,NaN
111,9,NaN,NaN,NaN,NaN
176,17,NaN,NaN,NaN,NaN
319,19,NaN,NaN,NaN,NaN
366,13,NaN,NaN,NaN,NaN
411,20,NaN,NaN,NaN,NaN
269,18,NaN,NaN,NaN,NaN
125,19,NaN,NaN,NaN,NaN
250,19,NaN,NaN,NaN,NaN
190,13,NaN,NaN,NaN,NaN
478,14,NaN,NaN,NaN,NaN
252,16,NaN,NaN,NaN,NaN
348,2,4.755104135310679e-14,6.425225066271025e-14,7.16912172547607e-14,7.362388994779341e-14
270,13,NaN,NaN,NaN,NaN
479,2,2.0177833499614087e-13,2.8608111692216013e-13,3.246199693728772e-13,3.3066682741819656e-13
446,2,2.921532403202676e-13,3.159143171670176e-13,3.3465316640752276e-13,3.3589522269723927e-13
285,3,5.425586278924633e-14,7.309716804003375e-14,9.349066366128685e-14,1.2088674512839195e-13
397,19,NaN,NaN,NaN,NaN
284,14,NaN,NaN,NaN,NaN
336,6,NaN,NaN,NaN,NaN
