players,actions,batch_size,min,max,mean,median,std,trials
12,5,1,6.0563282e7,7.6470981e7,6.6209081934210524e7,6.55406575e7,3.3784557178700343e6,76.0
13,5,1,8.0350804e7,1.04383573e8,8.675042072413793e7,8.64770345e7,4.443721079738331e6,58.0
14,5,1,1.05778543e8,1.27109858e8,1.132600322e8,1.12388204e8,3.96831990568918e6,45.0
15,5,1,1.32622834e8,1.48559568e8,1.388374339189189e8,1.39036503e8,3.4628559441200597e6,37.0
16,5,1,1.70579907e8,2.10270131e8,1.821379365e8,1.802602305e8,1.0159361029923707e7,28.0
17,5,1,2.04016266e8,2.33542923e8,2.1679740583333334e8,2.150991825e8,6.379131136641891e6,24.0
18,5,1,2.56403483e8,2.7500987e8,2.6372269052631578e8,2.6219826e8,5.900946246222064e6,19.0
19,5,1,3.06137879e8,3.35355231e8,3.178700159375e8,3.163676025e8,8.10938778872557e6,16.0
20,5,1,3.69365736e8,4.42278685e8,3.9060919615384614e8,3.83457009e8,1.997877950007541e7,13.0
21,5,1,4.39449951e8,4.99574493e8,4.5776948272727275e8,4.54217814e8,1.562551746328281e7,11.0
22,5,1,5.31611445e8,5.9855263e8,5.652417051111112e8,5.62090626e8,2.6770358843432896e7,9.0
23,5,1,6.89824142e8,8.15488745e8,7.324930574285715e8,7.23069515e8,4.008856417318662e7,7.0
24,5,1,7.60241027e8,8.49665539e8,7.960475588571428e8,7.95242656e8,2.8796671583887223e7,7.0
25,5,1,8.65499601e8,9.14426848e8,8.919236893333334e8,8.930927385e8,1.821087583740877e7,6.0
26,5,1,1.044228001e9,1.126643685e9,1.0820678142e9,1.073978282e9,3.589955570135733e7,5.0
27,5,1,1.210660619e9,1.247967131e9,1.222045396e9,1.219129427e9,1.518701888571898e7,5.0
28,5,1,1.394680978e9,1.524186368e9,1.449481702e9,1.439529731e9,5.710802200084976e7,4.0
29,5,1,1.674097858e9,1.764950325e9,1.7094768266666667e9,1.689382297e9,4.864550628670579e7,3.0
30,5,1,1.895429628e9,1.913225978e9,1.9032503033333333e9,1.901095304e9,9.091783924270602e6,3.0
31,5,1,2.219342207e9,2.287062236e9,2.2483453053333335e9,2.238631473e9,3.488938930234083e7,3.0
32,5,1,2.406189918e9,2.53862142e9,2.4922927716666665e9,2.532066977e9,7.463924060383801e7,3.0
33,5,1,2.757345149e9,2.825101566e9,2.7912233575e9,2.7912233575e9,4.791102192960347e7,2.0
34,5,1,3.166850008e9,3.190738019e9,3.1787940135e9,3.1787940135e9,1.689137456715884e7,2.0
35,5,1,3.529002993e9,3.581747947e9,3.55537547e9,3.55537547e9,3.729631464677251e7,2.0
36,5,1,3.7946953e9,3.846787524e9,3.820741412e9,3.820741412e9,3.683476483748862e7,2.0
37,5,1,4.439999292e9,4.461602754e9,4.450801023e9,4.450801023e9,1.5275954477305895e7,2.0
39,5,1,5.254288519e9,5.254288519e9,5.254288519e9,5.254288519e9,NaN,1.0
38,5,1,4.88500508e9,6.210255233e9,5.5476301565e9,5.5476301565e9,9.370933699548097e8,2.0
40,5,1,6.031608363e9,6.031608363e9,6.031608363e9,6.031608363e9,NaN,1.0
41,5,1,6.543740992e9,6.543740992e9,6.543740992e9,6.543740992e9,NaN,1.0
42,5,1,7.439777036e9,7.439777036e9,7.439777036e9,7.439777036e9,NaN,1.0
43,5,1,8.184057382e9,8.184057382e9,8.184057382e9,8.184057382e9,NaN,1.0
44,5,1,8.642051338e9,8.642051338e9,8.642051338e9,8.642051338e9,NaN,1.0
45,5,1,9.869841866e9,9.869841866e9,9.869841866e9,9.869841866e9,NaN,1.0
46,5,1,1.0706445692e10,1.0706445692e10,1.0706445692e10,1.0706445692e10,NaN,1.0
47,5,1,1.1683754902e10,1.1683754902e10,1.1683754902e10,1.1683754902e10,NaN,1.0
48,5,1,1.2467959154e10,1.2467959154e10,1.2467959154e10,1.2467959154e10,NaN,1.0
49,5,1,1.3027590109e10,1.3027590109e10,1.3027590109e10,1.3027590109e10,NaN,1.0
50,5,1,1.4686984913e10,1.4686984913e10,1.4686984913e10,1.4686984913e10,NaN,1.0
51,5,1,1.634261615e10,1.634261615e10,1.634261615e10,1.634261615e10,NaN,1.0
52,5,1,1.6842395341e10,1.6842395341e10,1.6842395341e10,1.6842395341e10,NaN,1.0
53,5,1,1.929146644e10,1.929146644e10,1.929146644e10,1.929146644e10,NaN,1.0
54,5,1,2.0048155307e10,2.0048155307e10,2.0048155307e10,2.0048155307e10,NaN,1.0
55,5,1,2.1544653072e10,2.1544653072e10,2.1544653072e10,2.1544653072e10,NaN,1.0
56,5,1,2.3345046248e10,2.3345046248e10,2.3345046248e10,2.3345046248e10,NaN,1.0
57,5,1,2.8887600314e10,2.8887600314e10,2.8887600314e10,2.8887600314e10,NaN,1.0
58,5,1,2.7294837325e10,2.7294837325e10,2.7294837325e10,2.7294837325e10,NaN,1.0
59,5,1,3.0345507178e10,3.0345507178e10,3.0345507178e10,3.0345507178e10,NaN,1.0
60,5,1,3.1479777338e10,3.1479777338e10,3.1479777338e10,3.1479777338e10,NaN,1.0
61,5,1,3.5602309584e10,3.5602309584e10,3.5602309584e10,3.5602309584e10,NaN,1.0
62,5,1,3.8495472453e10,3.8495472453e10,3.8495472453e10,3.8495472453e10,NaN,1.0
63,5,1,4.483778659e10,4.483778659e10,4.483778659e10,4.483778659e10,NaN,1.0
64,5,1,4.3212950595e10,4.3212950595e10,4.3212950595e10,4.3212950595e10,NaN,1.0
65,5,1,4.4355138227e10,4.4355138227e10,4.4355138227e10,4.4355138227e10,NaN,1.0
66,5,1,5.4579125389e10,5.4579125389e10,5.4579125389e10,5.4579125389e10,NaN,1.0
67,5,1,6.5636566001e10,6.5636566001e10,6.5636566001e10,6.5636566001e10,NaN,1.0
68,5,1,7.2127090125e10,7.2127090125e10,7.2127090125e10,7.2127090125e10,NaN,1.0
69,5,1,7.5886032364e10,7.5886032364e10,7.5886032364e10,7.5886032364e10,NaN,1.0
70,5,1,8.1038094443e10,8.1038094443e10,8.1038094443e10,8.1038094443e10,NaN,1.0
71,5,1,9.3119988944e10,9.3119988944e10,9.3119988944e10,9.3119988944e10,NaN,1.0
72,5,1,7.8323460956e10,7.8323460956e10,7.8323460956e10,7.8323460956e10,NaN,1.0
73,5,1,9.5773374904e10,9.5773374904e10,9.5773374904e10,9.5773374904e10,NaN,1.0
74,5,1,1.07744752344e11,1.07744752344e11,1.07744752344e11,1.07744752344e11,NaN,1.0
75,5,1,1.06873254047e11,1.06873254047e11,1.06873254047e11,1.06873254047e11,NaN,1.0
76,5,1,1.22850683577e11,1.22850683577e11,1.22850683577e11,1.22850683577e11,NaN,1.0
77,5,1,1.26259929567e11,1.26259929567e11,1.26259929567e11,1.26259929567e11,NaN,1.0
78,5,1,1.21252702977e11,1.21252702977e11,1.21252702977e11,1.21252702977e11,NaN,1.0
79,5,1,1.39420959119e11,1.39420959119e11,1.39420959119e11,1.39420959119e11,NaN,1.0
80,5,1,1.43916379745e11,1.43916379745e11,1.43916379745e11,1.43916379745e11,NaN,1.0
81,5,1,1.52504653649e11,1.52504653649e11,1.52504653649e11,1.52504653649e11,NaN,1.0
82,5,1,1.58361536371e11,1.58361536371e11,1.58361536371e11,1.58361536371e11,NaN,1.0
83,5,1,1.68979523492e11,1.68979523492e11,1.68979523492e11,1.68979523492e11,NaN,1.0
84,5,1,1.73989869554e11,1.73989869554e11,1.73989869554e11,1.73989869554e11,NaN,1.0
85,5,1,1.79473108934e11,1.79473108934e11,1.79473108934e11,1.79473108934e11,NaN,1.0
86,5,1,1.89350941492e11,1.89350941492e11,1.89350941492e11,1.89350941492e11,NaN,1.0
87,5,1,2.01304179086e11,2.01304179086e11,2.01304179086e11,2.01304179086e11,NaN,1.0
88,5,1,2.09061887323e11,2.09061887323e11,2.09061887323e11,2.09061887323e11,NaN,1.0
89,5,1,2.21291427871e11,2.21291427871e11,2.21291427871e11,2.21291427871e11,NaN,1.0
90,5,1,2.37632028212e11,2.37632028212e11,2.37632028212e11,2.37632028212e11,NaN,1.0
91,5,1,2.46429652715e11,2.46429652715e11,2.46429652715e11,2.46429652715e11,NaN,1.0
92,5,1,2.63309079492e11,2.63309079492e11,2.63309079492e11,2.63309079492e11,NaN,1.0
93,5,1,2.8434190662e11,2.8434190662e11,2.8434190662e11,2.8434190662e11,NaN,1.0
94,5,1,2.81545804142e11,2.81545804142e11,2.81545804142e11,2.81545804142e11,NaN,1.0
95,5,1,2.87172052011e11,2.87172052011e11,2.87172052011e11,2.87172052011e11,NaN,1.0
96,5,1,3.07047685779e11,3.07047685779e11,3.07047685779e11,3.07047685779e11,NaN,1.0
97,5,1,3.18013816875e11,3.18013816875e11,3.18013816875e11,3.18013816875e11,NaN,1.0
98,5,1,3.40889782657e11,3.40889782657e11,3.40889782657e11,3.40889782657e11,NaN,1.0
99,5,1,3.30594608061e11,3.30594608061e11,3.30594608061e11,3.30594608061e11,NaN,1.0
100,5,1,3.63893304707e11,3.63893304707e11,3.63893304707e11,3.63893304707e11,NaN,1.0
101,5,1,3.74163542336e11,3.74163542336e11,3.74163542336e11,3.74163542336e11,NaN,1.0
102,5,1,3.92032447156e11,3.92032447156e11,3.92032447156e11,3.92032447156e11,NaN,1.0
103,5,1,3.96835891553e11,3.96835891553e11,3.96835891553e11,3.96835891553e11,NaN,1.0
104,5,1,4.58583232169e11,4.58583232169e11,4.58583232169e11,4.58583232169e11,NaN,1.0
105,5,1,4.35077052209e11,4.35077052209e11,4.35077052209e11,4.35077052209e11,NaN,1.0
106,5,1,4.57740465619e11,4.57740465619e11,4.57740465619e11,4.57740465619e11,NaN,1.0
107,5,1,4.88515301244e11,4.88515301244e11,4.88515301244e11,4.88515301244e11,NaN,1.0
108,5,1,4.74643371262e11,4.74643371262e11,4.74643371262e11,4.74643371262e11,NaN,1.0
109,5,1,4.84370571616e11,4.84370571616e11,4.84370571616e11,4.84370571616e11,NaN,1.0
110,5,1,5.3175795131e11,5.3175795131e11,5.3175795131e11,5.3175795131e11,NaN,1.0
111,5,1,5.48074273392e11,5.48074273392e11,5.48074273392e11,5.48074273392e11,NaN,1.0
112,5,1,5.58642296315e11,5.58642296315e11,5.58642296315e11,5.58642296315e11,NaN,1.0
113,5,1,5.58298434201e11,5.58298434201e11,5.58298434201e11,5.58298434201e11,NaN,1.0
114,5,1,5.16993195249e11,5.16993195249e11,5.16993195249e11,5.16993195249e11,NaN,1.0
115,5,1,5.72047541832e11,5.72047541832e11,5.72047541832e11,5.72047541832e11,NaN,1.0
116,5,1,5.85528569829e11,5.85528569829e11,5.85528569829e11,5.85528569829e11,NaN,1.0
117,5,1,5.67657943018e11,5.67657943018e11,5.67657943018e11,5.67657943018e11,NaN,1.0
118,5,1,6.24282760568e11,6.24282760568e11,6.24282760568e11,6.24282760568e11,NaN,1.0
119,5,1,6.50013535656e11,6.50013535656e11,6.50013535656e11,6.50013535656e11,NaN,1.0
120,5,1,6.24647652976e11,6.24647652976e11,6.24647652976e11,6.24647652976e11,NaN,1.0
121,5,1,6.79280022329e11,6.79280022329e11,6.79280022329e11,6.79280022329e11,NaN,1.0
122,5,1,7.59337990269e11,7.59337990269e11,7.59337990269e11,7.59337990269e11,NaN,1.0
123,5,1,7.16455734205e11,7.16455734205e11,7.16455734205e11,7.16455734205e11,NaN,1.0
124,5,1,7.22786100051e11,7.22786100051e11,7.22786100051e11,7.22786100051e11,NaN,1.0
125,5,1,7.5986273163e11,7.5986273163e11,7.5986273163e11,7.5986273163e11,NaN,1.0
126,5,1,8.01560612708e11,8.01560612708e11,8.01560612708e11,8.01560612708e11,NaN,1.0
2,6,1,1.371247e6,4.812948e7,2.0146299486868687e6,1.889958e6,2.4446226513570086e6,2475.0
3,6,1,2.436945e6,4.9468654e7,3.7176150782414307e6,3.397809e6,3.465487547805415e6,1342.0
4,6,1,5.145592e6,3.9977593e7,6.098474997557998e6,5.563514e6,2.7612479630222516e6,819.0
5,6,1,9.556835e6,2.44425e7,1.0696833713062098e7,1.0112116e7,2.1760467335151928e6,467.0
6,6,1,1.7155241e7,3.8890415e7,1.8927032852272727e7,1.7812581e7,3.055280931318175e6,264.0
7,6,1,2.8671646e7,5.1960472e7,3.1615322779874213e7,2.9689613e7,4.1540860213880367e6,159.0
8,6,1,4.5604827e7,8.1737391e7,5.171355173195876e7,4.7900965e7,8.877707825668277e6,97.0
9,6,1,7.0393412e7,1.0456928e8,7.601669645454545e7,7.53594245e7,5.22695989011956e6,66.0
10,6,1,1.05468843e8,1.25725136e8,1.11583651e8,1.10605888e8,4.632564285167812e6,45.0
11,6,1,1.54786189e8,2.87421678e8,1.793453645e8,1.61745109e8,3.822576433410538e7,28.0
12,6,1,2.25665649e8,3.89464322e8,2.555565306e8,2.323320415e8,5.123962752761242e7,20.0
13,6,1,3.125804e8,3.85959855e8,3.24821627875e8,3.200605275e8,1.7323682463920884e7,16.0
14,6,1,4.15645359e8,5.98290734e8,4.445983726666667e8,4.276099125e8,4.954784252483562e7,12.0
15,6,1,5.62205389e8,5.9364225e8,5.741650038888888e8,5.72147313e8,1.1016633828048639e7,9.0
16,6,1,7.45911227e8,1.17118282e9,8.356963298333334e8,7.78964705e8,1.6514500963751763e8,6.0
17,6,1,9.94728625e8,1.077659092e9,1.0192426324e9,1.006656798e9,3.327924091560161e7,5.0
18,6,1,1.295725434e9,1.333451303e9,1.3124656565e9,1.3103429445e9,1.935027082849203e7,4.0
19,6,1,1.714274789e9,1.758484102e9,1.7365613683333333e9,1.736925214e9,2.210690224194372e7,3.0
20,6,1,2.152139741e9,2.260354629e9,2.1985236346666665e9,2.183076534e9,5.573665926002146e7,3.0
21,6,1,2.714716779e9,3.752671542e9,3.2336941605e9,3.2336941605e9,7.339448514821758e8,2.0
22,6,1,3.401879276e9,3.458380501e9,3.4301298885e9,3.4301298885e9,3.9952399342846885e7,2.0
23,6,1,4.217891454e9,4.42124912e9,4.319570287e9,4.319570287e9,1.43795584634869e8,2.0
24,6,1,5.161481029e9,5.161481029e9,5.161481029e9,5.161481029e9,NaN,1.0
25,6,1,6.257315652e9,6.257315652e9,6.257315652e9,6.257315652e9,NaN,1.0
26,6,1,7.845130253e9,7.845130253e9,7.845130253e9,7.845130253e9,NaN,1.0
27,6,1,8.844059674e9,8.844059674e9,8.844059674e9,8.844059674e9,NaN,1.0
28,6,1,1.0417022378e10,1.0417022378e10,1.0417022378e10,1.0417022378e10,NaN,1.0
29,6,1,1.2208020743e10,1.2208020743e10,1.2208020743e10,1.2208020743e10,NaN,1.0
30,6,1,1.4261298513e10,1.4261298513e10,1.4261298513e10,1.4261298513e10,NaN,1.0
31,6,1,1.7111500076e10,1.7111500076e10,1.7111500076e10,1.7111500076e10,NaN,1.0
32,6,1,2.0903104433e10,2.0903104433e10,2.0903104433e10,2.0903104433e10,NaN,1.0
33,6,1,2.2846550151e10,2.2846550151e10,2.2846550151e10,2.2846550151e10,NaN,1.0
34,6,1,2.6789162307e10,2.6789162307e10,2.6789162307e10,2.6789162307e10,NaN,1.0
35,6,1,3.0603091557e10,3.0603091557e10,3.0603091557e10,3.0603091557e10,NaN,1.0
127,5,1,7.87429895797e11,7.87429895797e11,7.87429895797e11,7.87429895797e11,NaN,1.0
36,6,1,4.0176628582e10,4.0176628582e10,4.0176628582e10,4.0176628582e10,NaN,1.0
37,6,1,5.5955776262e10,5.5955776262e10,5.5955776262e10,5.5955776262e10,NaN,1.0
38,6,1,6.0179161743e10,6.0179161743e10,6.0179161743e10,6.0179161743e10,NaN,1.0
39,6,1,7.4971886194e10,7.4971886194e10,7.4971886194e10,7.4971886194e10,NaN,1.0
40,6,1,7.9627165041e10,7.9627165041e10,7.9627165041e10,7.9627165041e10,NaN,1.0
41,6,1,1.00524666413e11,1.00524666413e11,1.00524666413e11,1.00524666413e11,NaN,1.0
42,6,1,1.09160439767e11,1.09160439767e11,1.09160439767e11,1.09160439767e11,NaN,1.0
43,6,1,1.23445194128e11,1.23445194128e11,1.23445194128e11,1.23445194128e11,NaN,1.0
44,6,1,1.39892664339e11,1.39892664339e11,1.39892664339e11,1.39892664339e11,NaN,1.0
128,5,1,8.28886100356e11,8.28886100356e11,8.28886100356e11,8.28886100356e11,NaN,1.0
45,6,1,1.55023080716e11,1.55023080716e11,1.55023080716e11,1.55023080716e11,NaN,1.0
46,6,1,1.84073508527e11,1.84073508527e11,1.84073508527e11,1.84073508527e11,NaN,1.0
47,6,1,1.99844551501e11,1.99844551501e11,1.99844551501e11,1.99844551501e11,NaN,1.0
48,6,1,2.0783557951e11,2.0783557951e11,2.0783557951e11,2.0783557951e11,NaN,1.0
49,6,1,2.50003221886e11,2.50003221886e11,2.50003221886e11,2.50003221886e11,NaN,1.0
50,6,1,2.6848992142e11,2.6848992142e11,2.6848992142e11,2.6848992142e11,NaN,1.0
51,6,1,2.79311198484e11,2.79311198484e11,2.79311198484e11,2.79311198484e11,NaN,1.0
52,6,1,3.31914911097e11,3.31914911097e11,3.31914911097e11,3.31914911097e11,NaN,1.0
53,6,1,3.75949911333e11,3.75949911333e11,3.75949911333e11,3.75949911333e11,NaN,1.0
54,6,1,4.91641358164e11,4.91641358164e11,4.91641358164e11,4.91641358164e11,NaN,1.0
55,6,1,4.15373023207e11,4.15373023207e11,4.15373023207e11,4.15373023207e11,NaN,1.0
56,6,1,4.45122488279e11,4.45122488279e11,4.45122488279e11,4.45122488279e11,NaN,1.0
57,6,1,4.64454450954e11,4.64454450954e11,4.64454450954e11,4.64454450954e11,NaN,1.0
58,6,1,5.268340145e11,5.268340145e11,5.268340145e11,5.268340145e11,NaN,1.0
59,6,1,5.68715329593e11,5.68715329593e11,5.68715329593e11,5.68715329593e11,NaN,1.0
60,6,1,6.18005638113e11,6.18005638113e11,6.18005638113e11,6.18005638113e11,NaN,1.0
61,6,1,6.79790352724e11,6.79790352724e11,6.79790352724e11,6.79790352724e11,NaN,1.0
62,6,1,7.4367502925e11,7.4367502925e11,7.4367502925e11,7.4367502925e11,NaN,1.0
65,6,1,NaN,NaN,NaN,NaN,NaN,0.0
66,6,1,NaN,NaN,NaN,NaN,NaN,0.0
67,6,1,NaN,NaN,NaN,NaN,NaN,0.0
68,6,1,NaN,NaN,NaN,NaN,NaN,0.0
69,6,1,NaN,NaN,NaN,NaN,NaN,0.0
70,6,1,NaN,NaN,NaN,NaN,NaN,0.0
71,6,1,NaN,NaN,NaN,NaN,NaN,0.0
72,6,1,NaN,NaN,NaN,NaN,NaN,0.0
73,6,1,NaN,NaN,NaN,NaN,NaN,0.0
74,6,1,NaN,NaN,NaN,NaN,NaN,0.0
75,6,1,NaN,NaN,NaN,NaN,NaN,0.0
76,6,1,NaN,NaN,NaN,NaN,NaN,0.0
77,6,1,NaN,NaN,NaN,NaN,NaN,0.0
78,6,1,NaN,NaN,NaN,NaN,NaN,0.0
79,6,1,NaN,NaN,NaN,NaN,NaN,0.0
80,6,1,NaN,NaN,NaN,NaN,NaN,0.0
81,6,1,NaN,NaN,NaN,NaN,NaN,0.0
82,6,1,NaN,NaN,NaN,NaN,NaN,0.0
83,6,1,NaN,NaN,NaN,NaN,NaN,0.0
84,6,1,NaN,NaN,NaN,NaN,NaN,0.0
85,6,1,NaN,NaN,NaN,NaN,NaN,0.0
86,6,1,NaN,NaN,NaN,NaN,NaN,0.0
87,6,1,NaN,NaN,NaN,NaN,NaN,0.0
88,6,1,NaN,NaN,NaN,NaN,NaN,0.0
89,6,1,NaN,NaN,NaN,NaN,NaN,0.0
90,6,1,NaN,NaN,NaN,NaN,NaN,0.0
91,6,1,NaN,NaN,NaN,NaN,NaN,0.0
92,6,1,NaN,NaN,NaN,NaN,NaN,0.0
93,6,1,NaN,NaN,NaN,NaN,NaN,0.0
94,6,1,NaN,NaN,NaN,NaN,NaN,0.0
95,6,1,NaN,NaN,NaN,NaN,NaN,0.0
96,6,1,NaN,NaN,NaN,NaN,NaN,0.0
97,6,1,NaN,NaN,NaN,NaN,NaN,0.0
98,6,1,NaN,NaN,NaN,NaN,NaN,0.0
99,6,1,NaN,NaN,NaN,NaN,NaN,0.0
100,6,1,NaN,NaN,NaN,NaN,NaN,0.0
101,6,1,NaN,NaN,NaN,NaN,NaN,0.0
102,6,1,NaN,NaN,NaN,NaN,NaN,0.0
103,6,1,NaN,NaN,NaN,NaN,NaN,0.0
104,6,1,NaN,NaN,NaN,NaN,NaN,0.0
105,6,1,NaN,NaN,NaN,NaN,NaN,0.0
106,6,1,NaN,NaN,NaN,NaN,NaN,0.0
107,6,1,NaN,NaN,NaN,NaN,NaN,0.0
108,6,1,NaN,NaN,NaN,NaN,NaN,0.0
109,6,1,NaN,NaN,NaN,NaN,NaN,0.0
110,6,1,NaN,NaN,NaN,NaN,NaN,0.0
111,6,1,NaN,NaN,NaN,NaN,NaN,0.0
112,6,1,NaN,NaN,NaN,NaN,NaN,0.0
113,6,1,NaN,NaN,NaN,NaN,NaN,0.0
114,6,1,NaN,NaN,NaN,NaN,NaN,0.0
115,6,1,NaN,NaN,NaN,NaN,NaN,0.0
116,6,1,NaN,NaN,NaN,NaN,NaN,0.0
117,6,1,NaN,NaN,NaN,NaN,NaN,0.0
118,6,1,NaN,NaN,NaN,NaN,NaN,0.0
119,6,1,NaN,NaN,NaN,NaN,NaN,0.0
120,6,1,NaN,NaN,NaN,NaN,NaN,0.0
121,6,1,NaN,NaN,NaN,NaN,NaN,0.0
122,6,1,NaN,NaN,NaN,NaN,NaN,0.0
123,6,1,NaN,NaN,NaN,NaN,NaN,0.0
124,6,1,NaN,NaN,NaN,NaN,NaN,0.0
125,6,1,NaN,NaN,NaN,NaN,NaN,0.0
126,6,1,NaN,NaN,NaN,NaN,NaN,0.0
127,6,1,NaN,NaN,NaN,NaN,NaN,0.0
128,6,1,NaN,NaN,NaN,NaN,NaN,0.0
2,3,10,209626.0,3.801493e7,333468.0163,309646.0,1.0492225658637695e6,10000.0
3,3,10,291181.0,3.6277844e7,495881.8821,457135.0,1.2450228509878474e6,10000.0
4,3,10,426026.0,2.515393e7,547627.4417887433,486921.0,915091.5131205127,9079.0
5,3,10,547856.0,2.2053765e7,668775.4094086022,598222.0,833072.0737272769,7440.0
6,3,10,667854.0,1.6720003e7,806521.7312489875,728068.0,772107.7500973345,6173.0
7,3,10,847333.0,1.387433e7,1.0175981341911765e6,931001.0,820153.2283527997,4896.0
8,3,10,1.002126e6,1.6425828e7,1.1710410143327068e6,1.090799e6,858316.0534733869,4256.0
9,3,10,1.2154e6,1.6049246e7,1.3935738554654738e6,1.296183e6,863283.805037463,3577.0
10,3,10,1.413775e6,1.3436553e7,1.6399585485037817e6,1.535676e6,839948.9484337346,3041.0
11,3,10,1.62793e6,1.1581794e7,1.8616609316909295e6,1.745282e6,831532.9996534111,2679.0
12,3,10,1.96123e6,1.5212814e7,2.2579423558171117e6,2.072441e6,1.043575285482099e6,2209.0
13,3,10,2.206044e6,1.4004257e7,2.50612237111334e6,2.350613e6,1.0132366268980894e6,1994.0
14,3,10,2.486916e6,1.4669577e7,2.815005079571106e6,2.645411e6,995966.9493537381,1772.0
15,3,10,2.773457e6,1.3353446e7,3.185406942528736e6,2.932293e6,1.0718676145623818e6,1566.0
16,3,10,3.135343e6,1.5396242e7,3.4839897415966387e6,3.287586e6,1.1041535561386917e6,1428.0
17,3,10,3.483642e6,1.5704947e7,3.899073257635082e6,3.695462e6,1.1031701689769055e6,1277.0
18,3,10,3.866826e6,1.7623537e7,4.298040779310345e6,4.0527935e6,1.1461621312545603e6,1160.0
19,3,10,4.190299e6,1.7396027e7,4.622974478664193e6,4.3740465e6,1.1868191515644093e6,1078.0
20,3,10,4.611777e6,1.5917209e7,5.070726388606307e6,4.796716e6,1.1957196825767772e6,983.0
21,3,10,5.038124e6,1.4696489e7,5.538537157777778e6,5.272807e6,1.1190275107080596e6,900.0
22,3,10,5.505668e6,1.5462689e7,6.069722231143552e6,5.7654195e6,1.2217389566000625e6,822.0
23,3,10,5.869627e6,1.4233523e7,6.417632236808237e6,6.137072e6,1.1486371865557008e6,777.0
24,3,10,6.461137e6,1.5299551e7,6.9863577549019605e6,6.6823495e6,1.1630893475469197e6,714.0
25,3,10,6.998943e6,1.966425e7,7.727782170278638e6,7.4259765e6,1.3050445030577923e6,646.0
26,3,10,7.472971e6,1.5122777e7,8.173372551554828e6,7.878749e6,1.1678076668485655e6,611.0
27,3,10,7.94303e6,1.6738955e7,8.703518970383275e6,8.3561675e6,1.1977402771504547e6,574.0
28,3,10,8.535161e6,1.685211e7,9.195494786764706e6,8.890384e6,1.1839025609457444e6,544.0
29,3,10,9.156647e6,1.7028794e7,9.89491787920792e6,9.572625e6,1.172545140956102e6,505.0
30,3,10,9.817348e6,2.5943384e7,1.0638365693617022e7,1.02715375e7,1.4358651203531371e6,470.0
31,3,10,1.0274433e7,1.7721466e7,1.1124457233853007e7,1.0773778e7,1.1937362502978705e6,449.0
32,3,10,1.0730506e7,1.8588336e7,1.1865948147268409e7,1.1448625e7,1.2423033227100577e6,421.0
33,3,10,1.1589321e7,2.0897426e7,1.2651812369620252e7,1.2200878e7,1.3996201261201387e6,395.0
34,3,10,1.2409504e7,1.9876043e7,1.324329923342175e7,1.280961e7,1.21076924544408e6,377.0
35,3,10,1.3158862e7,2.1304316e7,1.4121508847457627e7,1.35437505e7,1.3698865990032747e6,354.0
36,3,10,1.3798432e7,1.9875201e7,1.4701571744117647e7,1.43127505e7,1.1373616258645789e6,340.0
37,3,10,1.4730256e7,2.2376726e7,1.5715519113207547e7,1.52977545e7,1.2992984201413607e6,318.0
38,3,10,1.5483081e7,2.8932702e7,1.673417808361204e7,1.5999348e7,1.961845511329502e6,299.0
39,3,10,1.6084238e7,2.9752565e7,1.707973924914676e7,1.6467685e7,1.8000130915915365e6,293.0
40,3,10,1.7032092e7,2.6513265e7,1.81491020942029e7,1.748003e7,1.7351956375118236e6,276.0
41,3,10,1.8042455e7,3.0476035e7,1.9219967812260535e7,1.8561507e7,1.8564475229690585e6,261.0
42,3,10,1.908665e7,3.2156435e7,2.0422415265306123e7,1.9669404e7,2.0560528545203875e6,245.0
43,3,10,1.9673752e7,3.288822e7,2.1236912618644066e7,2.03129975e7,2.2124519183349786e6,236.0
44,3,10,2.0270912e7,4.1567556e7,2.24639341793722e7,2.117344e7,3.5446072177799246e6,223.0
45,3,10,2.178092e7,3.7307474e7,2.330424086511628e7,2.2471577e7,2.326915810600999e6,215.0
46,3,10,2.2355748e7,3.7450445e7,2.4085257879807692e7,2.329739e7,2.195604637568103e6,208.0
47,3,10,2.337111e7,3.9134393e7,2.5105477095477387e7,2.4178818e7,2.6006357819060995e6,199.0
48,3,10,2.4374369e7,3.7415549e7,2.6035016583333332e7,2.50595055e7,2.4039594792923904e6,192.0
49,3,10,2.503528e7,4.2189966e7,2.706541927027027e7,2.6022337e7,2.7457197959829443e6,185.0
50,3,10,2.6383992e7,4.1635477e7,2.8258070694915254e7,2.7256725e7,2.5456684441669034e6,177.0
51,3,10,2.7333871e7,4.8809805e7,2.9114227965116277e7,2.79960835e7,3.2155078297217125e6,172.0
52,3,10,2.8333302e7,4.6969412e7,3.041695743030303e7,2.9209661e7,3.224715249639468e6,165.0
53,3,10,2.9431431e7,4.9996361e7,3.1646530075949367e7,3.0604511e7,3.2574362246493143e6,158.0
54,3,10,3.0318309e7,5.3262914e7,3.2303696103225805e7,3.1592711e7,2.720409785878493e6,155.0
55,3,10,3.1451494e7,5.0368034e7,3.332895352e7,3.22238005e7,2.746012180424676e6,150.0
56,3,10,3.2396754e7,5.4694193e7,3.4665244910344824e7,3.334076e7,3.5505361114821755e6,145.0
57,3,10,3.5020469e7,5.3836701e7,3.691152938235294e7,3.5828754e7,3.085435085403337e6,136.0
