players,actions,batch_size,min,max,mean,median,std,trials
12,3,100,1.44710129e8,2.481089938e9,9.094014498333334e8,5.20159938e8,9.461148516482253e8,6.0
5,5,100,1.77606296e8,1.614596346e9,7.619637261428572e8,5.45588966e8,5.3046175785448897e8,7.0
21,3,1,1.513110604e9,2.843931475e9,1.9907818073333333e9,1.615303343e9,7.406140057789134e8,3.0
69,6,10,NaN,NaN,NaN,NaN,NaN,0.0
54,3,1,NaN,NaN,NaN,NaN,NaN,0.0
110,5,100,NaN,NaN,NaN,NaN,NaN,0.0
6,6,100,4.654024374e9,5.515038281e9,5.0845313275e9,5.0845313275e9,6.088287723356234e8,2.0
8,5,10,4.131770455e9,4.275431145e9,4.2036008e9,4.2036008e9,1.0158344808893843e8,2.0
10,3,1,8.8299949e7,1.461417492e9,4.280037183333333e8,2.35170332e8,4.842560125968904e8,12.0
10,5,100,7.029259843e9,7.029259843e9,7.029259843e9,7.029259843e9,NaN,1.0
8,4,100,5.18618209e8,6.87499901e8,6.30611125125e8,6.44476685e8,5.724356901519003e7,8.0
37,5,10,NaN,NaN,NaN,NaN,NaN,0.0
89,6,10,NaN,NaN,NaN,NaN,NaN,0.0
67,4,100,NaN,NaN,NaN,NaN,NaN,0.0
90,5,100,NaN,NaN,NaN,NaN,NaN,0.0
55,3,1,NaN,NaN,NaN,NaN,NaN,0.0
106,6,100,NaN,NaN,NaN,NaN,NaN,0.0
76,5,10,NaN,NaN,NaN,NaN,NaN,0.0
55,3,100,NaN,NaN,NaN,NaN,NaN,0.0
43,6,100,NaN,NaN,NaN,NaN,NaN,0.0
66,3,1,NaN,NaN,NaN,NaN,NaN,0.0
91,6,100,NaN,NaN,NaN,NaN,NaN,0.0
92,6,100,NaN,NaN,NaN,NaN,NaN,0.0
93,6,100,NaN,NaN,NaN,NaN,NaN,0.0
94,6,100,NaN,NaN,NaN,NaN,NaN,0.0
95,6,100,NaN,NaN,NaN,NaN,NaN,0.0
96,6,100,NaN,NaN,NaN,NaN,NaN,0.0
97,6,100,NaN,NaN,NaN,NaN,NaN,0.0
98,6,100,NaN,NaN,NaN,NaN,NaN,0.0
99,6,100,NaN,NaN,NaN,NaN,NaN,0.0
100,6,100,NaN,NaN,NaN,NaN,NaN,0.0
60,6,10,NaN,NaN,NaN,NaN,NaN,0.0
61,6,10,NaN,NaN,NaN,NaN,NaN,0.0
62,6,10,NaN,NaN,NaN,NaN,NaN,0.0
63,6,10,NaN,NaN,NaN,NaN,NaN,0.0
64,6,10,NaN,NaN,NaN,NaN,NaN,0.0
65,6,10,NaN,NaN,NaN,NaN,NaN,0.0
66,6,10,NaN,NaN,NaN,NaN,NaN,0.0
76,4,100,NaN,NaN,NaN,NaN,NaN,0.0
56,3,1,NaN,NaN,NaN,NaN,NaN,0.0
35,6,1,NaN,NaN,NaN,NaN,NaN,0.0
11,3,1,1.31537674e8,5.98918117e8,4.9411889709090906e8,5.18169051e8,1.2310451654492487e8,11.0
23,3,10,2.421547424e9,3.803109623e9,3.1123285235e9,3.1123285235e9,9.769119995438985e8,2.0
7,6,100,1.045277576e10,1.045277576e10,1.045277576e10,1.045277576e10,NaN,1.0
10,4,1,2.365449003e9,3.383599298e9,2.8745241505e9,2.8745241505e9,7.199409778615838e8,2.0
8,6,1,1.5655182373e10,1.5655182373e10,1.5655182373e10,1.5655182373e10,NaN,1.0
26,4,10,7.8462764193e10,7.8462764193e10,7.8462764193e10,7.8462764193e10,NaN,1.0
18,4,10,1.7006604152e10,1.7006604152e10,1.7006604152e10,1.7006604152e10,NaN,1.0
34,4,10,1.52073197239e11,1.52073197239e11,1.52073197239e11,1.52073197239e11,NaN,1.0
39,3,100,7.837583147e9,7.837583147e9,7.837583147e9,7.837583147e9,NaN,1.0
74,4,10,NaN,NaN,NaN,NaN,NaN,0.0
107,4,100,NaN,NaN,NaN,NaN,NaN,0.0
49,3,10,NaN,NaN,NaN,NaN,NaN,0.0
68,3,100,NaN,NaN,NaN,NaN,NaN,0.0
106,6,1,NaN,NaN,NaN,NaN,NaN,0.0
44,6,1,NaN,NaN,NaN,NaN,NaN,0.0
57,5,10,NaN,NaN,NaN,NaN,NaN,0.0
50,4,1,NaN,NaN,NaN,NaN,NaN,0.0
50,3,10,NaN,NaN,NaN,NaN,NaN,0.0
45,4,10,NaN,NaN,NaN,NaN,NaN,0.0
96,4,100,NaN,NaN,NaN,NaN,NaN,0.0
118,5,10,NaN,NaN,NaN,NaN,NaN,0.0
72,5,100,NaN,NaN,NaN,NaN,NaN,0.0
124,6,100,NaN,NaN,NaN,NaN,NaN,0.0
26,3,100,2.885536039e9,9.749865295e9,6.317700667e9,6.317700667e9,4.853813765214808e9,2.0
20,4,1,4.2634630572e10,4.2634630572e10,4.2634630572e10,4.2634630572e10,NaN,1.0
46,4,10,NaN,NaN,NaN,NaN,NaN,0.0
40,6,10,NaN,NaN,NaN,NaN,NaN,0.0
13,3,100,1.67173719e8,4.467368449e9,1.4367918306e9,2.16177875e8,1.8869919513897688e9,5.0
47,4,10,NaN,NaN,NaN,NaN,NaN,0.0
78,5,100,NaN,NaN,NaN,NaN,NaN,0.0
79,3,10,NaN,NaN,NaN,NaN,NaN,0.0
51,3,10,NaN,NaN,NaN,NaN,NaN,0.0
52,3,10,NaN,NaN,NaN,NaN,NaN,0.0
53,3,10,NaN,NaN,NaN,NaN,NaN,0.0
54,3,10,NaN,NaN,NaN,NaN,NaN,0.0
55,3,10,NaN,NaN,NaN,NaN,NaN,0.0
56,3,10,NaN,NaN,NaN,NaN,NaN,0.0
57,3,10,NaN,NaN,NaN,NaN,NaN,0.0
6,5,100,4.60447516e8,1.3323890661e10,4.205298601e9,1.5184281135e9,6.1571312021642885e9,4.0
24,3,10,8.516399219e9,8.516399219e9,8.516399219e9,8.516399219e9,NaN,1.0
8,6,100,2.8256649878e10,2.8256649878e10,2.8256649878e10,2.8256649878e10,NaN,1.0
19,4,10,2.5055495209e10,2.5055495209e10,2.5055495209e10,2.5055495209e10,NaN,1.0
14,5,1,7.0320542164e10,7.0320542164e10,7.0320542164e10,7.0320542164e10,NaN,1.0
30,4,1,1.30439258526e11,1.30439258526e11,1.30439258526e11,1.30439258526e11,NaN,1.0
63,5,1,NaN,NaN,NaN,NaN,NaN,0.0
78,6,10,NaN,NaN,NaN,NaN,NaN,0.0
85,5,10,NaN,NaN,NaN,NaN,NaN,0.0
67,5,10,NaN,NaN,NaN,NaN,NaN,0.0
38,5,10,NaN,NaN,NaN,NaN,NaN,0.0
88,4,100,NaN,NaN,NaN,NaN,NaN,0.0
77,5,10,NaN,NaN,NaN,NaN,NaN,0.0
121,5,1,NaN,NaN,NaN,NaN,NaN,0.0
61,5,100,NaN,NaN,NaN,NaN,NaN,0.0
44,6,100,NaN,NaN,NaN,NaN,NaN,0.0
109,6,10,NaN,NaN,NaN,NaN,NaN,0.0
12,3,1,2.80149587e8,6.070980939e9,3.175565263e9,3.175565263e9,4.094736117706863e9,2.0
37,4,1,NaN,NaN,NaN,NaN,NaN,0.0
45,3,100,NaN,NaN,NaN,NaN,NaN,0.0
38,4,1,NaN,NaN,NaN,NaN,NaN,0.0
7,5,100,9.488804798e9,9.488804798e9,9.488804798e9,9.488804798e9,NaN,1.0
97,5,10,NaN,NaN,NaN,NaN,NaN,0.0
56,3,100,NaN,NaN,NaN,NaN,NaN,0.0
99,5,100,NaN,NaN,NaN,NaN,NaN,0.0
27,3,100,1.0640888749e10,1.0640888749e10,1.0640888749e10,1.0640888749e10,NaN,1.0
9,4,100,4.69278093e8,3.693567893e9,2.437148665e9,3.148600009e9,1.725871791227716e9,3.0
9,6,1,4.4122874353e10,4.4122874353e10,4.4122874353e10,4.4122874353e10,NaN,1.0
20,4,100,3.6872837478e10,3.6872837478e10,3.6872837478e10,3.6872837478e10,NaN,1.0
29,4,100,1.82968824392e11,1.82968824392e11,1.82968824392e11,1.82968824392e11,NaN,1.0
15,5,1,9.4045644614e10,9.4045644614e10,9.4045644614e10,9.4045644614e10,NaN,1.0
28,5,100,1.207337864274e12,1.207337864274e12,1.207337864274e12,1.207337864274e12,NaN,1.0
35,4,10,7.7675839558e10,7.7675839558e10,7.7675839558e10,7.7675839558e10,NaN,1.0
14,6,100,8.6462408513e10,8.6462408513e10,8.6462408513e10,8.6462408513e10,NaN,1.0
21,5,100,8.3874462188e10,8.3874462188e10,8.3874462188e10,8.3874462188e10,NaN,1.0
9,6,100,6.937138382e9,6.937138382e9,6.937138382e9,6.937138382e9,NaN,1.0
118,4,100,NaN,NaN,NaN,NaN,NaN,0.0
48,4,100,NaN,NaN,NaN,NaN,NaN,0.0
102,5,1,NaN,NaN,NaN,NaN,NaN,0.0
55,6,1,NaN,NaN,NaN,NaN,NaN,0.0
121,5,100,NaN,NaN,NaN,NaN,NaN,0.0
91,5,100,NaN,NaN,NaN,NaN,NaN,0.0
115,6,1,NaN,NaN,NaN,NaN,NaN,0.0
89,4,100,NaN,NaN,NaN,NaN,NaN,0.0
78,5,10,NaN,NaN,NaN,NaN,NaN,0.0
55,6,100,NaN,NaN,NaN,NaN,NaN,0.0
107,6,100,NaN,NaN,NaN,NaN,NaN,0.0
34,6,100,NaN,NaN,NaN,NaN,NaN,0.0
108,6,100,NaN,NaN,NaN,NaN,NaN,0.0
109,6,100,NaN,NaN,NaN,NaN,NaN,0.0
110,6,100,NaN,NaN,NaN,NaN,NaN,0.0
121,6,10,NaN,NaN,NaN,NaN,NaN,0.0
122,6,10,NaN,NaN,NaN,NaN,NaN,0.0
123,6,10,NaN,NaN,NaN,NaN,NaN,0.0
124,6,10,NaN,NaN,NaN,NaN,NaN,0.0
125,6,10,NaN,NaN,NaN,NaN,NaN,0.0
126,6,10,NaN,NaN,NaN,NaN,NaN,0.0
119,5,10,NaN,NaN,NaN,NaN,NaN,0.0
120,5,10,NaN,NaN,NaN,NaN,NaN,0.0
121,5,10,NaN,NaN,NaN,NaN,NaN,0.0
122,5,10,NaN,NaN,NaN,NaN,NaN,0.0
123,5,10,NaN,NaN,NaN,NaN,NaN,0.0
79,6,10,NaN,NaN,NaN,NaN,NaN,0.0
80,6,10,NaN,NaN,NaN,NaN,NaN,0.0
81,6,10,NaN,NaN,NaN,NaN,NaN,0.0
82,6,10,NaN,NaN,NaN,NaN,NaN,0.0
83,6,10,NaN,NaN,NaN,NaN,NaN,0.0
84,6,10,NaN,NaN,NaN,NaN,NaN,0.0
85,6,10,NaN,NaN,NaN,NaN,NaN,0.0
86,6,10,NaN,NaN,NaN,NaN,NaN,0.0
13,3,1,4.61615735e8,2.033034842e9,1.1656938202e9,7.06613586e8,7.690635801191995e8,5.0
22,5,1,1.2205017071e11,1.2205017071e11,1.2205017071e11,1.2205017071e11,NaN,1.0
25,3,10,3.036405244e9,4.658443117e9,3.8474241805e9,3.8474241805e9,1.146953979339704e9,2.0
28,3,100,5.181650656e9,5.181650656e9,5.181650656e9,5.181650656e9,NaN,1.0
36,3,1,7.38741286e9,7.38741286e9,7.38741286e9,7.38741286e9,NaN,1.0
40,3,100,1.2142764614e10,1.2142764614e10,1.2142764614e10,1.2142764614e10,NaN,1.0
11,5,100,1.1038821568e10,1.1038821568e10,1.1038821568e10,1.1038821568e10,NaN,1.0
20,4,10,1.6500425764e10,1.6500425764e10,1.6500425764e10,1.6500425764e10,NaN,1.0
128,6,10,NaN,NaN,NaN,NaN,NaN,0.0
45,6,1,NaN,NaN,NaN,NaN,NaN,0.0
23,6,100,NaN,NaN,NaN,NaN,NaN,0.0
64,5,1,NaN,NaN,NaN,NaN,NaN,0.0
48,6,10,NaN,NaN,NaN,NaN,NaN,0.0
100,5,100,NaN,NaN,NaN,NaN,NaN,0.0
42,5,1,NaN,NaN,NaN,NaN,NaN,0.0
39,4,1,NaN,NaN,NaN,NaN,NaN,0.0
75,6,100,NaN,NaN,NaN,NaN,NaN,0.0
119,4,100,NaN,NaN,NaN,NaN,NaN,0.0
120,4,100,NaN,NaN,NaN,NaN,NaN,0.0
121,4,100,NaN,NaN,NaN,NaN,NaN,0.0
122,4,100,NaN,NaN,NaN,NaN,NaN,0.0
123,4,100,NaN,NaN,NaN,NaN,NaN,0.0
124,4,100,NaN,NaN,NaN,NaN,NaN,0.0
38,4,100,NaN,NaN,NaN,NaN,NaN,0.0
39,4,100,NaN,NaN,NaN,NaN,NaN,0.0
40,4,1,NaN,NaN,NaN,NaN,NaN,0.0
95,6,1,NaN,NaN,NaN,NaN,NaN,0.0
11,3,10,1.35426378e8,1.111410302e9,5.622122697777778e8,1.41086516e8,5.0244414788488597e8,9.0
29,3,100,9.194097404e9,9.194097404e9,9.194097404e9,9.194097404e9,NaN,1.0
79,5,10,NaN,NaN,NaN,NaN,NaN,0.0
67,3,1,NaN,NaN,NaN,NaN,NaN,0.0
53,5,1,NaN,NaN,NaN,NaN,NaN,0.0
9,5,10,1.019740934e10,1.019740934e10,1.019740934e10,1.019740934e10,NaN,1.0
21,4,1,6.1256155479e10,6.1256155479e10,6.1256155479e10,6.1256155479e10,NaN,1.0
4,3,100,9.337671e6,3.290009347e9,1.1006928143396227e8,1.3514951e7,4.811678572248079e8,53.0
10,4,100,5.020651714e9,5.020651714e9,5.020651714e9,5.020651714e9,NaN,1.0
37,3,1,1.8083930558e10,1.8083930558e10,1.8083930558e10,1.8083930558e10,NaN,1.0
108,4,100,NaN,NaN,NaN,NaN,NaN,0.0
62,5,100,NaN,NaN,NaN,NaN,NaN,0.0
92,5,100,NaN,NaN,NaN,NaN,NaN,0.0
91,4,1,NaN,NaN,NaN,NaN,NaN,0.0
51,5,100,NaN,NaN,NaN,NaN,NaN,0.0
84,6,1,NaN,NaN,NaN,NaN,NaN,0.0
83,6,100,NaN,NaN,NaN,NaN,NaN,0.0
126,5,10,NaN,NaN,NaN,NaN,NaN,0.0
49,3,1,NaN,NaN,NaN,NaN,NaN,0.0
22,3,1,5.996346016e9,5.996346016e9,5.996346016e9,5.996346016e9,NaN,1.0
27,3,1,8.418009716e9,8.418009716e9,8.418009716e9,8.418009716e9,NaN,1.0
21,4,100,3.6910656956e10,3.6910656956e10,3.6910656956e10,3.6910656956e10,NaN,1.0
41,3,100,1.9240095281e10,1.9240095281e10,1.9240095281e10,1.9240095281e10,NaN,1.0
11,6,10,7.9867247441e10,7.9867247441e10,7.9867247441e10,7.9867247441e10,NaN,1.0
30,5,1,1.056849301325e12,1.056849301325e12,1.056849301325e12,1.056849301325e12,NaN,1.0
27,4,10,1.18271657632e11,1.18271657632e11,1.18271657632e11,1.18271657632e11,NaN,1.0
16,5,1,9.3599954504e10,9.3599954504e10,9.3599954504e10,9.3599954504e10,NaN,1.0
79,5,100,NaN,NaN,NaN,NaN,NaN,0.0
31,4,1,1.33771698503e11,1.33771698503e11,1.33771698503e11,1.33771698503e11,NaN,1.0
18,5,10,1.0067039461e11,1.0067039461e11,1.0067039461e11,1.0067039461e11,NaN,1.0
38,3,1,4.147533825e9,4.184920864e9,4.1662273445e9,4.1662273445e9,2.6436628805385917e7,2.0
80,3,10,NaN,NaN,NaN,NaN,NaN,0.0
69,3,100,NaN,NaN,NaN,NaN,NaN,0.0
84,6,100,NaN,NaN,NaN,NaN,NaN,0.0
90,4,100,NaN,NaN,NaN,NaN,NaN,0.0
46,5,10,NaN,NaN,NaN,NaN,NaN,0.0
45,6,100,NaN,NaN,NaN,NaN,NaN,0.0
75,4,10,NaN,NaN,NaN,NaN,NaN,0.0
103,5,1,NaN,NaN,NaN,NaN,NaN,0.0
116,6,1,NaN,NaN,NaN,NaN,NaN,0.0
113,6,100,NaN,NaN,NaN,NaN,NaN,0.0
11,4,1,2.069177767e9,3.427341177e9,2.748259472e9,2.748259472e9,9.603665571704452e8,2.0
10,5,10,6.075985323e9,6.075985323e9,6.075985323e9,6.075985323e9,NaN,1.0
25,5,10,3.26115507065e11,3.26115507065e11,3.26115507065e11,3.26115507065e11,NaN,1.0
30,4,100,4.202456509e10,4.202456509e10,4.202456509e10,4.202456509e10,NaN,1.0
31,3,10,2.242245335e9,2.425929481e9,2.3039293833333335e9,2.243613334e9,1.0565739788733752e8,3.0
124,6,1,NaN,NaN,NaN,NaN,NaN,0.0
54,4,10,NaN,NaN,NaN,NaN,NaN,0.0
52,5,100,NaN,NaN,NaN,NaN,NaN,0.0
40,4,100,NaN,NaN,NaN,NaN,NaN,0.0
98,5,10,NaN,NaN,NaN,NaN,NaN,0.0
35,6,100,NaN,NaN,NaN,NaN,NaN,0.0
85,6,1,NaN,NaN,NaN,NaN,NaN,0.0
68,3,1,NaN,NaN,NaN,NaN,NaN,0.0
46,3,100,NaN,NaN,NaN,NaN,NaN,0.0
57,3,100,NaN,NaN,NaN,NaN,NaN,0.0
74,6,1,NaN,NaN,NaN,NaN,NaN,0.0
63,5,100,NaN,NaN,NaN,NaN,NaN,0.0
36,6,1,NaN,NaN,NaN,NaN,NaN,0.0
56,6,1,NaN,NaN,NaN,NaN,NaN,0.0
122,5,100,NaN,NaN,NaN,NaN,NaN,0.0
58,5,10,NaN,NaN,NaN,NaN,NaN,0.0
75,6,1,NaN,NaN,NaN,NaN,NaN,0.0
99,5,10,NaN,NaN,NaN,NaN,NaN,0.0
12,3,10,4.66924163e8,1.55989544e9,6.53846647375e8,4.81828277e8,3.823139255912005e8,8.0
26,3,10,6.347929305e9,6.347929305e9,6.347929305e9,6.347929305e9,NaN,1.0
32,3,10,7.214907299e9,7.214907299e9,7.214907299e9,7.214907299e9,NaN,1.0
39,3,1,1.1892507204e10,1.1892507204e10,1.1892507204e10,1.1892507204e10,NaN,1.0
22,5,100,3.12121015441e11,3.12121015441e11,3.12121015441e11,3.12121015441e11,NaN,1.0
17,5,1,1.22556417501e11,1.22556417501e11,1.22556417501e11,1.22556417501e11,NaN,1.0
16,6,1,3.6223463039e11,3.6223463039e11,3.6223463039e11,3.6223463039e11,NaN,1.0
23,5,1,1.18019280023e11,1.18019280023e11,1.18019280023e11,1.18019280023e11,NaN,1.0
18,6,10,2.08814490908e11,2.08814490908e11,2.08814490908e11,2.08814490908e11,NaN,1.0
29,5,100,2.78084910459e11,2.78084910459e11,2.78084910459e11,2.78084910459e11,NaN,1.0
49,4,100,NaN,NaN,NaN,NaN,NaN,0.0
53,5,100,NaN,NaN,NaN,NaN,NaN,0.0
62,6,100,NaN,NaN,NaN,NaN,NaN,0.0
101,5,100,NaN,NaN,NaN,NaN,NaN,0.0
11,4,100,1.122829695e9,2.106197542e9,1.45713234275e9,1.299751067e9,4.620871846840366e8,4.0
80,5,100,NaN,NaN,NaN,NaN,NaN,0.0
70,3,100,NaN,NaN,NaN,NaN,NaN,0.0
58,3,100,NaN,NaN,NaN,NaN,NaN,0.0
24,6,100,NaN,NaN,NaN,NaN,NaN,0.0
12,4,1,1.507160335e9,3.309839332e9,2.3672519063333335e9,2.284756052e9,9.041665034952751e8,3.0
23,6,1,6.97544583961e11,6.97544583961e11,6.97544583961e11,6.97544583961e11,NaN,1.0
13,3,10,1.6742256e8,1.184655867e9,3.653307415714286e8,3.41121542e8,2.469650397755844e8,14.0
27,3,10,1.587765927e9,1.856892564e9,1.7227567433333333e9,1.723611739e9,1.3456535567866254e8,3.0
57,3,1,NaN,NaN,NaN,NaN,NaN,0.0
69,3,1,NaN,NaN,NaN,NaN,NaN,0.0
107,6,1,NaN,NaN,NaN,NaN,NaN,0.0
49,6,10,NaN,NaN,NaN,NaN,NaN,0.0
50,4,100,NaN,NaN,NaN,NaN,NaN,0.0
122,5,1,NaN,NaN,NaN,NaN,NaN,0.0
37,6,1,NaN,NaN,NaN,NaN,NaN,0.0
51,4,1,NaN,NaN,NaN,NaN,NaN,0.0
54,5,100,NaN,NaN,NaN,NaN,NaN,0.0
14,3,10,6.98975583e8,2.038115788e9,1.1274530785e9,9.90407322e8,5.2217746589522296e8,6.0
57,6,1,NaN,NaN,NaN,NaN,NaN,0.0
41,6,10,NaN,NaN,NaN,NaN,NaN,0.0
86,5,10,NaN,NaN,NaN,NaN,NaN,0.0
50,3,1,NaN,NaN,NaN,NaN,NaN,0.0
56,6,100,NaN,NaN,NaN,NaN,NaN,0.0
30,3,100,6.870289497e9,6.870289497e9,6.870289497e9,6.870289497e9,NaN,1.0
43,3,10,2.1673711515e10,2.1673711515e10,2.1673711515e10,2.1673711515e10,NaN,1.0
11,5,10,1.967008317e10,1.967008317e10,1.967008317e10,1.967008317e10,NaN,1.0
10,6,100,5.235037855e10,5.235037855e10,5.235037855e10,5.235037855e10,NaN,1.0
22,4,100,3.6543821567e10,3.6543821567e10,3.6543821567e10,3.6543821567e10,NaN,1.0
28,4,10,5.1663454373e10,5.1663454373e10,5.1663454373e10,5.1663454373e10,NaN,1.0
12,6,10,3.413153183e10,3.413153183e10,3.413153183e10,3.413153183e10,NaN,1.0
18,5,1,4.1103905295e10,4.1103905295e10,4.1103905295e10,4.1103905295e10,NaN,1.0
19,5,10,4.6748554065e10,4.6748554065e10,4.6748554065e10,4.6748554065e10,NaN,1.0
23,5,100,9.8316763272e10,9.8316763272e10,9.8316763272e10,9.8316763272e10,NaN,1.0
43,5,1,NaN,NaN,NaN,NaN,NaN,0.0
99,6,10,NaN,NaN,NaN,NaN,NaN,0.0
41,4,1,NaN,NaN,NaN,NaN,NaN,0.0
52,4,1,NaN,NaN,NaN,NaN,NaN,0.0
46,6,100,NaN,NaN,NaN,NaN,NaN,0.0
117,6,1,NaN,NaN,NaN,NaN,NaN,0.0
70,6,10,NaN,NaN,NaN,NaN,NaN,0.0
61,4,10,NaN,NaN,NaN,NaN,NaN,0.0
111,5,100,NaN,NaN,NaN,NaN,NaN,0.0
104,5,1,NaN,NaN,NaN,NaN,NaN,0.0
68,5,10,NaN,NaN,NaN,NaN,NaN,0.0
60,4,100,NaN,NaN,NaN,NaN,NaN,0.0
50,6,10,NaN,NaN,NaN,NaN,NaN,0.0
14,3,100,7.99792198e8,1.729040334e9,9.639637803333334e8,8.139342375e8,3.7495005600487953e8,6.0
23,3,1,2.55644615e9,3.675527775e9,3.1159869625e9,3.1159869625e9,7.91310205738761e8,2.0
33,3,10,6.868971571e9,6.868971571e9,6.868971571e9,6.868971571e9,NaN,1.0
13,4,1,3.689536301e9,3.73486034e9,3.7121983205e9,3.7121983205e9,3.2048935327663545e7,2.0
108,5,10,NaN,NaN,NaN,NaN,NaN,0.0
86,6,1,NaN,NaN,NaN,NaN,NaN,0.0
109,4,100,NaN,NaN,NaN,NaN,NaN,0.0
51,3,1,NaN,NaN,NaN,NaN,NaN,0.0
123,5,100,NaN,NaN,NaN,NaN,NaN,0.0
114,6,100,NaN,NaN,NaN,NaN,NaN,0.0
59,3,100,NaN,NaN,NaN,NaN,NaN,0.0
62,4,10,NaN,NaN,NaN,NaN,NaN,0.0
12,5,10,1.6816961124e10,1.6816961124e10,1.6816961124e10,1.6816961124e10,NaN,1.0
12,5,100,1.2825979509e10,1.2825979509e10,1.2825979509e10,1.2825979509e10,NaN,1.0
10,6,1,1.968946201e10,1.968946201e10,1.968946201e10,1.968946201e10,NaN,1.0
31,5,1,5.73381929471e11,5.73381929471e11,5.73381929471e11,5.73381929471e11,NaN,1.0
23,4,100,1.99112452e10,1.99112452e10,1.99112452e10,1.99112452e10,NaN,1.0
22,4,1,1.4727215432e10,1.4727215432e10,1.4727215432e10,1.4727215432e10,NaN,1.0
70,3,1,NaN,NaN,NaN,NaN,NaN,0.0
47,5,10,NaN,NaN,NaN,NaN,NaN,0.0
96,6,1,NaN,NaN,NaN,NaN,NaN,0.0
85,6,100,NaN,NaN,NaN,NaN,NaN,0.0
86,6,100,NaN,NaN,NaN,NaN,NaN,0.0
87,6,100,NaN,NaN,NaN,NaN,NaN,0.0
88,6,100,NaN,NaN,NaN,NaN,NaN,0.0
89,6,100,NaN,NaN,NaN,NaN,NaN,0.0
90,6,100,NaN,NaN,NaN,NaN,NaN,0.0
5,3,100,1.4985717e7,1.041933207e9,6.402809309756097e7,1.91817825e7,1.5977471989619693e8,82.0
28,3,1,2.846877524e9,3.744780071e9,3.2958287975e9,3.2958287975e9,6.349129798283727e8,2.0
47,3,100,NaN,NaN,NaN,NaN,NaN,0.0
64,5,100,NaN,NaN,NaN,NaN,NaN,0.0
41,4,100,NaN,NaN,NaN,NaN,NaN,0.0
15,3,100,2.58933155e8,2.155290323e9,8.419337831428572e8,9.62664955e8,6.826668877517288e8,7.0
40,3,1,1.1588797337e10,1.1588797337e10,1.1588797337e10,1.1588797337e10,NaN,1.0
14,4,1,3.962732494e9,4.544129906e9,4.2534312e9,4.2534312e9,4.11110052589509e8,2.0
44,3,10,1.1200290263e10,1.1200290263e10,1.1200290263e10,1.1200290263e10,NaN,1.0
97,4,100,NaN,NaN,NaN,NaN,NaN,0.0
46,6,1,NaN,NaN,NaN,NaN,NaN,0.0
90,6,10,NaN,NaN,NaN,NaN,NaN,0.0
60,3,100,NaN,NaN,NaN,NaN,NaN,0.0
93,5,100,NaN,NaN,NaN,NaN,NaN,0.0
54,5,1,NaN,NaN,NaN,NaN,NaN,0.0
15,3,10,8.90802035e8,2.195697735e9,1.1659104832e9,9.20171737e8,5.758370546975093e8,5.0
23,4,1,3.8535016808e10,3.8535016808e10,3.8535016808e10,3.8535016808e10,NaN,1.0
29,3,1,4.731452259e9,5.362782644e9,5.0471174515e9,5.0471174515e9,4.464179964026138e8,2.0
24,4,100,4.860996425e10,4.860996425e10,4.860996425e10,4.860996425e10,NaN,1.0
31,4,100,1.18043185688e11,1.18043185688e11,1.18043185688e11,1.18043185688e11,NaN,1.0
32,4,1,1.2625636037e11,1.2625636037e11,1.2625636037e11,1.2625636037e11,NaN,1.0
13,6,10,7.9288974395e10,7.9288974395e10,7.9288974395e10,7.9288974395e10,NaN,1.0
19,5,1,7.3723843397e10,7.3723843397e10,7.3723843397e10,7.3723843397e10,NaN,1.0
36,4,10,9.4885961854e10,9.4885961854e10,9.4885961854e10,9.4885961854e10,NaN,1.0
15,6,100,1.10289996585e11,1.10289996585e11,1.10289996585e11,1.10289996585e11,NaN,1.0
24,5,1,1.63945144301e11,1.63945144301e11,1.63945144301e11,1.63945144301e11,NaN,1.0
17,6,1,1.66373358522e11,1.66373358522e11,1.66373358522e11,1.66373358522e11,NaN,1.0
48,4,10,NaN,NaN,NaN,NaN,NaN,0.0
127,5,10,NaN,NaN,NaN,NaN,NaN,0.0
44,5,1,NaN,NaN,NaN,NaN,NaN,0.0
80,5,10,NaN,NaN,NaN,NaN,NaN,0.0
110,6,10,NaN,NaN,NaN,NaN,NaN,0.0
42,4,1,NaN,NaN,NaN,NaN,NaN,0.0
76,4,10,NaN,NaN,NaN,NaN,NaN,0.0
71,5,1,NaN,NaN,NaN,NaN,NaN,0.0
63,6,100,NaN,NaN,NaN,NaN,NaN,0.0
55,5,100,NaN,NaN,NaN,NaN,NaN,0.0
125,6,100,NaN,NaN,NaN,NaN,NaN,0.0
76,6,1,NaN,NaN,NaN,NaN,NaN,0.0
63,4,10,NaN,NaN,NaN,NaN,NaN,0.0
81,5,100,NaN,NaN,NaN,NaN,NaN,0.0
61,4,100,NaN,NaN,NaN,NaN,NaN,0.0
81,5,10,NaN,NaN,NaN,NaN,NaN,0.0
82,5,10,NaN,NaN,NaN,NaN,NaN,0.0
83,5,10,NaN,NaN,NaN,NaN,NaN,0.0
82,5,100,NaN,NaN,NaN,NaN,NaN,0.0
83,5,100,NaN,NaN,NaN,NaN,NaN,0.0
84,5,100,NaN,NaN,NaN,NaN,NaN,0.0
85,5,100,NaN,NaN,NaN,NaN,NaN,0.0
86,5,100,NaN,NaN,NaN,NaN,NaN,0.0
87,5,100,NaN,NaN,NaN,NaN,NaN,0.0
16,3,10,1.052724894e9,2.380053785e9,1.4281565366e9,1.122667679e9,5.614094950508766e8,5.0
